DDInterID_A,Drug_A,DDInterID_B,Drug_B,Level
DDInter56,Alteplase,DDInter1804,Ticlopidine,Moderate
DDInter56,Alteplase,DDInter1812,Tinzaparin,Major
DDInter56,Alteplase,DDInter1817,Tipranavir,Major
DDInter56,Alteplase,DDInter1818,Tirofiban,Major
DDInter56,Alteplase,DDInter1831,Tolmetin,Moderate
DDInter56,Alteplase,DDInter1838,Tositumomab,Major
DDInter56,Alteplase,DDInter1843,Trandolapril,Moderate
DDInter56,Alteplase,DDInter1844,Tranexamic acid,Moderate
DDInter56,Alteplase,DDInter1852,Treprostinil,Moderate
DDInter56,Alteplase,DDInter1892,Turmeric,Minor
DDInter56,Alteplase,DDInter1910,Valdecoxib,Moderate
DDInter56,Alteplase,DDInter1927,Venlafaxine,Moderate
DDInter56,Alteplase,DDInter1935,Vilazodone,Moderate
DDInter56,Alteplase,DDInter1945,Vorapaxar,Major
DDInter56,Alteplase,DDInter1948,Vortioxetine,Moderate
DDInter56,Alteplase,DDInter1951,Warfarin,Major
DDInter56,Alteplase,DDInter1959,Zanubrutinib,Major
DDInter99,Anistreplase,DDInter539,Diclofenac (topical),Moderate
DDInter539,Diclofenac (topical),DDInter105,Antithrombin III human,Moderate
DDInter539,Diclofenac (topical),DDInter108,Apixaban,Moderate
DDInter117,Argatroban,DDInter539,Diclofenac (topical),Moderate
DDInter539,Diclofenac (topical),DDInter20,Acetylsalicylic acid,Moderate
DDInter539,Diclofenac (topical),DDInter200,Betrixaban,Moderate
DDInter217,Bivalirudin,DDInter539,Diclofenac (topical),Moderate
DDInter539,Diclofenac (topical),DDInter283,Cangrelor,Moderate
DDInter539,Diclofenac (topical),DDInter286,Caplacizumab,Moderate
DDInter539,Diclofenac (topical),DDInter379,Cilostazol,Moderate
DDInter539,Diclofenac (topical),DDInter413,Clopidogrel,Moderate
DDInter539,Diclofenac (topical),DDInter470,Dalteparin,Moderate
DDInter539,Diclofenac (topical),DDInter471,Danaparoid,Moderate
DDInter539,Diclofenac (topical),DDInter491,Defibrotide,Moderate
DDInter539,Diclofenac (topical),DDInter505,Desirudin,Moderate
DDInter542,Dicoumarol,DDInter539,Diclofenac (topical),Moderate
DDInter539,Diclofenac (topical),DDInter573,Dipyridamole,Moderate
DDInter605,Drotrecogin alfa,DDInter539,Diclofenac (topical),Moderate
DDInter539,Diclofenac (topical),DDInter621,Edoxaban,Moderate
DDInter539,Diclofenac (topical),DDInter645,Enoxaparin,Moderate
DDInter539,Diclofenac (topical),DDInter657,Epoprostenol,Moderate
DDInter659,Eptifibatide,DDInter539,Diclofenac (topical),Moderate
DDInter539,Diclofenac (topical),DDInter856,Heparin,Moderate
DDInter539,Diclofenac (topical),DDInter908,Iloprost,Moderate
DDInter1037,Lepirudin,DDInter539,Diclofenac (topical),Moderate
DDInter539,Diclofenac (topical),DDInter1508,Prasugrel,Moderate
DDInter1585,Reteplase,DDInter539,Diclofenac (topical),Moderate
DDInter539,Diclofenac (topical),DDInter1609,Rivaroxaban,Moderate
DDInter1712,Streptokinase,DDInter539,Diclofenac (topical),Moderate
DDInter1764,Tenecteplase,DDInter539,Diclofenac (topical),Moderate
DDInter539,Diclofenac (topical),DDInter1802,Ticagrelor,Moderate
DDInter1804,Ticlopidine,DDInter539,Diclofenac (topical),Moderate
DDInter539,Diclofenac (topical),DDInter1812,Tinzaparin,Moderate
DDInter539,Diclofenac (topical),DDInter1818,Tirofiban,Moderate
DDInter1852,Treprostinil,DDInter539,Diclofenac (topical),Moderate
DDInter1905,Urokinase,DDInter539,Diclofenac (topical),Moderate
DDInter539,Diclofenac (topical),DDInter1945,Vorapaxar,Moderate
DDInter539,Diclofenac (topical),DDInter1951,Warfarin,Moderate
DDInter1068,Lidocaine (topical),DDInter1723,Sulfamethizole,Moderate
DDInter85,Amphotericin B,DDInter1277,Neomycin,Moderate
DDInter65,Amifostine,DDInter657,Epoprostenol,Moderate
DDInter908,Iloprost,DDInter65,Amifostine,Moderate
DDInter1123,Mannitol,DDInter65,Amifostine,Moderate
DDInter65,Amifostine,DDInter1656,Selexipag,Moderate
DDInter1852,Treprostinil,DDInter65,Amifostine,Moderate
DDInter66,Amikacin,DDInter20,Acetylsalicylic acid,Moderate
DDInter66,Amikacin,DDInter1120,Magnesium sulfate,Major
DDInter66,Amikacin,DDInter1123,Mannitol,Major
DDInter66,Amikacin,DDInter1277,Neomycin,Moderate
DDInter66,Amikacin,DDInter1278,Neomycin (topical),Moderate
DDInter68,Amiloride,DDInter470,Dalteparin,Moderate
DDInter68,Amiloride,DDInter471,Danaparoid,Moderate
DDInter68,Amiloride,DDInter645,Enoxaparin,Moderate
DDInter68,Amiloride,DDInter657,Epoprostenol,Moderate
DDInter68,Amiloride,DDInter856,Heparin,Moderate
DDInter68,Amiloride,DDInter908,Iloprost,Moderate
DDInter68,Amiloride,DDInter1115,Magnesium citrate,Moderate
DDInter68,Amiloride,DDInter1495,Potassium acetate,Major
DDInter68,Amiloride,DDInter1497,Potassium chloride,Major
DDInter68,Amiloride,DDInter1656,Selexipag,Moderate
DDInter68,Amiloride,DDInter1812,Tinzaparin,Moderate
DDInter1852,Treprostinil,DDInter68,Amiloride,Moderate
DDInter99,Anistreplase,DDInter70,Aminocaproic acid,Moderate
DDInter70,Aminocaproic acid,DDInter101,Anti-inhibitor coagulant complex,Major
DDInter70,Aminocaproic acid,DDInter299,Carfilzomib,Major
DDInter70,Aminocaproic acid,DDInter709,Factor IX Complex (Human),Major
DDInter1585,Reteplase,DDInter70,Aminocaproic acid,Moderate
DDInter1712,Streptokinase,DDInter70,Aminocaproic acid,Moderate
DDInter1764,Tenecteplase,DDInter70,Aminocaproic acid,Moderate
DDInter70,Aminocaproic acid,DDInter1802,Ticagrelor,Minor
DDInter70,Aminocaproic acid,DDInter1853,Tretinoin,Major
DDInter1905,Urokinase,DDInter70,Aminocaproic acid,Moderate
DDInter1723,Sulfamethizole,DDInter73,Aminolevulinic acid (topical),Moderate
DDInter451,Cyanocobalamin,DDInter75,Aminosalicylic acid,Minor
DDInter76,Amiodarone,DDInter108,Apixaban,Moderate
DDInter76,Amiodarone,DDInter200,Betrixaban,Major
DDInter76,Amiodarone,DDInter379,Cilostazol,Moderate
DDInter413,Clopidogrel,DDInter76,Amiodarone,Moderate
DDInter542,Dicoumarol,DDInter76,Amiodarone,Major
DDInter76,Amiodarone,DDInter621,Edoxaban,Major
DDInter76,Amiodarone,DDInter1106,Lusutrombopag,Moderate
DDInter76,Amiodarone,DDInter1115,Magnesium citrate,Moderate
DDInter76,Amiodarone,DDInter1609,Rivaroxaban,Moderate
DDInter76,Amiodarone,DDInter1802,Ticagrelor,Moderate
DDInter1951,Warfarin,DDInter76,Amiodarone,Major
DDInter77,Amisulpride,DDInter1115,Magnesium citrate,Moderate
DDInter78,Amitriptyline,DDInter80,Ammonium chloride,Minor
DDInter542,Dicoumarol,DDInter78,Amitriptyline,Moderate
DDInter78,Amitriptyline,DDInter1497,Potassium chloride,Major
DDInter78,Amitriptyline,DDInter1951,Warfarin,Moderate
DDInter79,Amlodipine,DDInter108,Apixaban,Moderate
DDInter79,Amlodipine,DDInter20,Acetylsalicylic acid,Moderate
DDInter79,Amlodipine,DDInter272,Calcium chloride,Moderate
DDInter79,Amlodipine,DDInter379,Cilostazol,Moderate
DDInter79,Amlodipine,DDInter657,Epoprostenol,Moderate
DDInter79,Amlodipine,DDInter908,Iloprost,Moderate
DDInter79,Amlodipine,DDInter1120,Magnesium sulfate,Moderate
DDInter79,Amlodipine,DDInter1656,Selexipag,Moderate
DDInter79,Amlodipine,DDInter1802,Ticagrelor,Minor
DDInter1852,Treprostinil,DDInter79,Amlodipine,Moderate
DDInter177,Benazepril,DDInter470,Dalteparin,Moderate
DDInter177,Benazepril,DDInter645,Enoxaparin,Moderate
DDInter671,Erythropoietin,DDInter177,Benazepril,Minor
DDInter177,Benazepril,DDInter657,Epoprostenol,Moderate
DDInter177,Benazepril,DDInter856,Heparin,Moderate
DDInter177,Benazepril,DDInter902,Icatibant,Moderate
DDInter177,Benazepril,DDInter978,Iron sucrose,Moderate
DDInter177,Benazepril,DDInter1123,Mannitol,Moderate
DDInter177,Benazepril,DDInter1495,Potassium acetate,Major
DDInter177,Benazepril,DDInter1497,Potassium chloride,Major
DDInter177,Benazepril,DDInter1656,Selexipag,Moderate
DDInter177,Benazepril,DDInter1683,Sodium bicarbonate,Minor
DDInter177,Benazepril,DDInter1812,Tinzaparin,Moderate
DDInter1852,Treprostinil,DDInter177,Benazepril,Moderate
DDInter99,Anistreplase,DDInter336,Celecoxib,Moderate
DDInter336,Celecoxib,DDInter105,Antithrombin III human,Moderate
DDInter117,Argatroban,DDInter336,Celecoxib,Moderate
DDInter336,Celecoxib,DDInter200,Betrixaban,Moderate
DDInter217,Bivalirudin,DDInter336,Celecoxib,Moderate
DDInter336,Celecoxib,DDInter283,Cangrelor,Moderate
DDInter336,Celecoxib,DDInter286,Caplacizumab,Moderate
DDInter336,Celecoxib,DDInter379,Cilostazol,Moderate
DDInter336,Celecoxib,DDInter413,Clopidogrel,Moderate
DDInter336,Celecoxib,DDInter470,Dalteparin,Moderate
DDInter336,Celecoxib,DDInter471,Danaparoid,Moderate
DDInter336,Celecoxib,DDInter491,Defibrotide,Moderate
DDInter542,Dicoumarol,DDInter336,Celecoxib,Moderate
DDInter336,Celecoxib,DDInter573,Dipyridamole,Moderate
DDInter336,Celecoxib,DDInter621,Edoxaban,Moderate
DDInter336,Celecoxib,DDInter645,Enoxaparin,Moderate
DDInter659,Eptifibatide,DDInter336,Celecoxib,Moderate
DDInter336,Celecoxib,DDInter856,Heparin,Moderate
DDInter1037,Lepirudin,DDInter336,Celecoxib,Moderate
DDInter336,Celecoxib,DDInter1508,Prasugrel,Moderate
DDInter336,Celecoxib,DDInter1542,Protein C,Moderate
DDInter1585,Reteplase,DDInter336,Celecoxib,Moderate
DDInter336,Celecoxib,DDInter1609,Rivaroxaban,Moderate
DDInter1712,Streptokinase,DDInter336,Celecoxib,Moderate
DDInter336,Celecoxib,DDInter1723,Sulfamethizole,Moderate
DDInter1764,Tenecteplase,DDInter336,Celecoxib,Moderate
DDInter336,Celecoxib,DDInter1802,Ticagrelor,Moderate
DDInter1804,Ticlopidine,DDInter336,Celecoxib,Moderate
DDInter336,Celecoxib,DDInter1812,Tinzaparin,Moderate
DDInter336,Celecoxib,DDInter1818,Tirofiban,Moderate
DDInter1905,Urokinase,DDInter336,Celecoxib,Moderate
DDInter336,Celecoxib,DDInter1945,Vorapaxar,Moderate
DDInter336,Celecoxib,DDInter1951,Warfarin,Moderate
DDInter1330,Olmesartan,DDInter470,Dalteparin,Moderate
DDInter1330,Olmesartan,DDInter631,Eltrombopag,Moderate
DDInter1330,Olmesartan,DDInter645,Enoxaparin,Moderate
DDInter1330,Olmesartan,DDInter856,Heparin,Moderate
DDInter1330,Olmesartan,DDInter1495,Potassium acetate,Major
DDInter1330,Olmesartan,DDInter1497,Potassium chloride,Major
DDInter1330,Olmesartan,DDInter1812,Tinzaparin,Moderate
DDInter1915,Valsartan,DDInter470,Dalteparin,Moderate
DDInter1915,Valsartan,DDInter631,Eltrombopag,Moderate
DDInter1915,Valsartan,DDInter645,Enoxaparin,Moderate
DDInter1915,Valsartan,DDInter856,Heparin,Moderate
DDInter1915,Valsartan,DDInter1495,Potassium acetate,Major
DDInter1915,Valsartan,DDInter1497,Potassium chloride,Major
DDInter1915,Valsartan,DDInter1656,Selexipag,Moderate
DDInter1915,Valsartan,DDInter1812,Tinzaparin,Moderate
DDInter81,Amobarbital,DDInter108,Apixaban,Moderate
DDInter542,Dicoumarol,DDInter81,Amobarbital,Major
DDInter81,Amobarbital,DDInter855,Hemin,Major
DDInter81,Amobarbital,DDInter1609,Rivaroxaban,Moderate
DDInter81,Amobarbital,DDInter1802,Ticagrelor,Moderate
DDInter1951,Warfarin,DDInter81,Amobarbital,Major
DDInter542,Dicoumarol,DDInter83,Amoxicillin,Moderate
DDInter1951,Warfarin,DDInter83,Amoxicillin,Moderate
DDInter84,Amphetamine,DDInter80,Ammonium chloride,Moderate
DDInter84,Amphetamine,DDInter1681,Sodium acetate,Moderate
DDInter84,Amphetamine,DDInter1683,Sodium bicarbonate,Moderate
DDInter526,Dextroamphetamine,DDInter1686,Sodium citrate,Moderate
DDInter84,Amphetamine,DDInter1883,Tromethamine,Moderate
DDInter84,Amphetamine,DDInter1686,Sodium citrate,Moderate
DDInter87,Amphotericin B (lipid complex),DDInter1277,Neomycin,Moderate
DDInter542,Dicoumarol,DDInter89,Ampicillin,Moderate
DDInter89,Ampicillin,DDInter856,Heparin,Minor
DDInter89,Ampicillin,DDInter1951,Warfarin,Moderate
DDInter93,Anagrelide,DDInter108,Apixaban,Major
DDInter93,Anagrelide,DDInter117,Argatroban,Major
DDInter93,Anagrelide,DDInter20,Acetylsalicylic acid,Moderate
DDInter93,Anagrelide,DDInter200,Betrixaban,Major
DDInter217,Bivalirudin,DDInter93,Anagrelide,Major
DDInter93,Anagrelide,DDInter286,Caplacizumab,Major
DDInter93,Anagrelide,DDInter379,Cilostazol,Moderate
DDInter93,Anagrelide,DDInter470,Dalteparin,Major
DDInter93,Anagrelide,DDInter471,Danaparoid,Major
DDInter93,Anagrelide,DDInter491,Defibrotide,Major
DDInter93,Anagrelide,DDInter505,Desirudin,Major
DDInter605,Drotrecogin alfa,DDInter93,Anagrelide,Major
DDInter93,Anagrelide,DDInter621,Edoxaban,Major
DDInter93,Anagrelide,DDInter645,Enoxaparin,Major
DDInter93,Anagrelide,DDInter657,Epoprostenol,Moderate
DDInter659,Eptifibatide,DDInter93,Anagrelide,Major
DDInter93,Anagrelide,DDInter855,Hemin,Moderate
DDInter93,Anagrelide,DDInter908,Iloprost,Moderate
DDInter1037,Lepirudin,DDInter93,Anagrelide,Major
DDInter93,Anagrelide,DDInter1115,Magnesium citrate,Moderate
DDInter93,Anagrelide,DDInter1508,Prasugrel,Major
DDInter93,Anagrelide,DDInter1609,Rivaroxaban,Major
DDInter93,Anagrelide,DDInter1802,Ticagrelor,Moderate
DDInter1804,Ticlopidine,DDInter93,Anagrelide,Moderate
DDInter93,Anagrelide,DDInter1812,Tinzaparin,Major
DDInter93,Anagrelide,DDInter1818,Tirofiban,Major
DDInter93,Anagrelide,DDInter1852,Treprostinil,Moderate
DDInter93,Anagrelide,DDInter1945,Vorapaxar,Major
DDInter94,Anakinra,DDInter108,Apixaban,Moderate
DDInter94,Anakinra,DDInter542,Dicoumarol,Moderate
DDInter94,Anakinra,DDInter1609,Rivaroxaban,Moderate
DDInter94,Anakinra,DDInter1951,Warfarin,Moderate
DDInter94,Anakinra,DDInter1964,Zinc chloride,Minor
DDInter896,Hyoscyamine,DDInter1497,Potassium chloride,Major
DDInter1775,Testosterone,DDInter869,Human C1-esterase inhibitor,Moderate
DDInter1775,Testosterone,DDInter437,Conestat alfa,Moderate
DDInter542,Dicoumarol,DDInter1775,Testosterone,Major
DDInter1775,Testosterone,DDInter785,Fostamatinib,Moderate
DDInter1775,Testosterone,DDInter1106,Lusutrombopag,Moderate
DDInter1775,Testosterone,DDInter1951,Warfarin,Major
DDInter1538,Propofol,DDInter1115,Magnesium citrate,Moderate
DDInter1538,Propofol,DDInter1508,Prasugrel,Minor
DDInter99,Anistreplase,DDInter1339,Omega-3 fatty acids,Moderate
DDInter1339,Omega-3 fatty acids,DDInter105,Antithrombin III human,Moderate
DDInter108,Apixaban,DDInter1339,Omega-3 fatty acids,Moderate
DDInter117,Argatroban,DDInter1339,Omega-3 fatty acids,Moderate
DDInter20,Acetylsalicylic acid,DDInter1339,Omega-3 fatty acids,Moderate
DDInter1339,Omega-3 fatty acids,DDInter200,Betrixaban,Moderate
DDInter217,Bivalirudin,DDInter1339,Omega-3 fatty acids,Moderate
DDInter283,Cangrelor,DDInter1339,Omega-3 fatty acids,Moderate
DDInter286,Caplacizumab,DDInter1339,Omega-3 fatty acids,Moderate
DDInter379,Cilostazol,DDInter1339,Omega-3 fatty acids,Moderate
DDInter413,Clopidogrel,DDInter1339,Omega-3 fatty acids,Moderate
DDInter470,Dalteparin,DDInter1339,Omega-3 fatty acids,Moderate
DDInter471,Danaparoid,DDInter1339,Omega-3 fatty acids,Moderate
DDInter491,Defibrotide,DDInter1339,Omega-3 fatty acids,Moderate
DDInter505,Desirudin,DDInter1339,Omega-3 fatty acids,Moderate
DDInter523,Dextran (-1),DDInter1339,Omega-3 fatty acids,Moderate
DDInter524,Dextran (high molecular weight),DDInter1339,Omega-3 fatty acids,Moderate
DDInter525,Dextran (low molecular weight),DDInter1339,Omega-3 fatty acids,Moderate
DDInter542,Dicoumarol,DDInter1339,Omega-3 fatty acids,Moderate
DDInter573,Dipyridamole,DDInter1339,Omega-3 fatty acids,Moderate
DDInter605,Drotrecogin alfa,DDInter1339,Omega-3 fatty acids,Moderate
DDInter621,Edoxaban,DDInter1339,Omega-3 fatty acids,Moderate
DDInter645,Enoxaparin,DDInter1339,Omega-3 fatty acids,Moderate
DDInter657,Epoprostenol,DDInter1339,Omega-3 fatty acids,Moderate
DDInter659,Eptifibatide,DDInter1339,Omega-3 fatty acids,Moderate
DDInter775,Fondaparinux,DDInter1339,Omega-3 fatty acids,Moderate
DDInter856,Heparin,DDInter1339,Omega-3 fatty acids,Moderate
DDInter908,Iloprost,DDInter1339,Omega-3 fatty acids,Moderate
DDInter1037,Lepirudin,DDInter1339,Omega-3 fatty acids,Moderate
DDInter1508,Prasugrel,DDInter1339,Omega-3 fatty acids,Moderate
DDInter1585,Reteplase,DDInter1339,Omega-3 fatty acids,Moderate
DDInter1609,Rivaroxaban,DDInter1339,Omega-3 fatty acids,Moderate
DDInter1712,Streptokinase,DDInter1339,Omega-3 fatty acids,Moderate
DDInter1764,Tenecteplase,DDInter1339,Omega-3 fatty acids,Moderate
DDInter1802,Ticagrelor,DDInter1339,Omega-3 fatty acids,Moderate
DDInter1804,Ticlopidine,DDInter1339,Omega-3 fatty acids,Moderate
DDInter1812,Tinzaparin,DDInter1339,Omega-3 fatty acids,Moderate
DDInter1818,Tirofiban,DDInter1339,Omega-3 fatty acids,Moderate
DDInter1852,Treprostinil,DDInter1339,Omega-3 fatty acids,Moderate
DDInter1905,Urokinase,DDInter1339,Omega-3 fatty acids,Moderate
DDInter1945,Vorapaxar,DDInter1339,Omega-3 fatty acids,Moderate
DDInter1951,Warfarin,DDInter1339,Omega-3 fatty acids,Moderate
DDInter16,Acetohexamide,DDInter1686,Sodium citrate,Minor
DDInter58,Aluminum hydroxide,DDInter1686,Sodium citrate,Major
DDInter90,Amprenavir,DDInter1686,Sodium citrate,Moderate
DDInter20,Acetylsalicylic acid,DDInter1686,Sodium citrate,Moderate
DDInter129,Atazanavir,DDInter1686,Sodium citrate,Moderate
DDInter147,Axitinib,DDInter1686,Sodium citrate,Minor
DDInter159,Bacampicillin,DDInter1686,Sodium citrate,Moderate
DDInter177,Benazepril,DDInter1686,Sodium citrate,Minor
DDInter187,Benzphetamine,DDInter1686,Sodium citrate,Moderate
DDInter224,Bosutinib,DDInter1686,Sodium citrate,Moderate
DDInter292,Captopril,DDInter1686,Sodium citrate,Minor
DDInter975,Iron,DDInter1686,Sodium citrate,Moderate
DDInter316,Cefditoren,DDInter1686,Sodium citrate,Moderate
DDInter326,Cefpodoxime,DDInter1686,Sodium citrate,Moderate
DDInter335,Cefuroxime,DDInter1686,Sodium citrate,Moderate
DDInter340,Ceritinib,DDInter1686,Sodium citrate,Moderate
DDInter355,Chlordiazepoxide,DDInter1686,Sodium citrate,Minor
DDInter364,Chlorpropamide,DDInter1686,Sodium citrate,Minor
DDInter1686,Sodium citrate,DDInter370,Choline salicylate,Moderate
DDInter383,Cinoxacin,DDInter1686,Sodium citrate,Moderate
DDInter384,Ciprofloxacin,DDInter1686,Sodium citrate,Moderate
DDInter401,Clobazam,DDInter1686,Sodium citrate,Minor
DDInter411,Clonazepam,DDInter1686,Sodium citrate,Minor
DDInter414,Clorazepic acid,DDInter1686,Sodium citrate,Minor
DDInter462,Dabrafenib,DDInter1686,Sodium citrate,Moderate
DDInter484,Dasatinib,DDInter1686,Sodium citrate,Moderate
DDInter498,Demeclocycline,DDInter1686,Sodium citrate,Moderate
DDInter534,Diazepam,DDInter1686,Sodium citrate,Minor
DDInter553,Digitoxin,DDInter1686,Sodium citrate,Minor
DDInter554,Digoxin,DDInter1686,Sodium citrate,Minor
DDInter1913,Valproic acid,DDInter1686,Sodium citrate,Minor
DDInter608,Duloxetine,DDInter1686,Sodium citrate,Minor
DDInter633,Elvitegravir,DDInter1686,Sodium citrate,Moderate
DDInter638,Enalapril,DDInter1686,Sodium citrate,Minor
DDInter644,Enoxacin,DDInter1686,Sodium citrate,Moderate
DDInter650,Ephedrine,DDInter1686,Sodium citrate,Moderate
DDInter651,Ephedrine (nasal),DDInter1686,Sodium citrate,Moderate
DDInter667,Erlotinib,DDInter1686,Sodium citrate,Moderate
DDInter670,Erythromycin,DDInter1686,Sodium citrate,Minor
DDInter677,Estazolam,DDInter1686,Sodium citrate,Minor
DDInter1686,Sodium citrate,DDInter725,Ferrous fumarate,Moderate
DDInter1686,Sodium citrate,DDInter726,Ferrous gluconate,Moderate
DDInter1686,Sodium citrate,DDInter727,Ferrous sulfate anhydrous,Moderate
DDInter740,Flecainide,DDInter1686,Sodium citrate,Minor
DDInter762,Flurazepam,DDInter1686,Sodium citrate,Minor
DDInter809,Gatifloxacin,DDInter1686,Sodium citrate,Moderate
DDInter826,Glipizide,DDInter1686,Sodium citrate,Minor
DDInter831,Glyburide,DDInter1686,Sodium citrate,Minor
DDInter842,Grepafloxacin,DDInter1686,Sodium citrate,Moderate
DDInter850,Halazepam,DDInter1686,Sodium citrate,Minor
DDInter1686,Sodium citrate,DDInter977,Iron protein succinylate,Moderate
DDInter1018,Lactulose,DDInter1686,Sodium citrate,Minor
DDInter1055,Levofloxacin,DDInter1686,Sodium citrate,Moderate
DDInter1078,Lisdexamfetamine,DDInter1686,Sodium citrate,Moderate
DDInter1079,Lisinopril,DDInter1686,Sodium citrate,Minor
DDInter1686,Sodium citrate,DDInter1081,Lithium carbonate,Moderate
DDInter1084,Lomefloxacin,DDInter1686,Sodium citrate,Moderate
DDInter1092,Lorazepam,DDInter1686,Sodium citrate,Minor
DDInter1130,Mecamylamine,DDInter1686,Sodium citrate,Moderate
DDInter1146,Memantine,DDInter1686,Sodium citrate,Minor
DDInter1161,Metamfetamine,DDInter1686,Sodium citrate,Moderate
DDInter1169,Methenamine,DDInter1686,Sodium citrate,Moderate
DDInter1174,Methotrexate,DDInter1686,Sodium citrate,Minor
DDInter1206,Mexiletine,DDInter1686,Sodium citrate,Moderate
DDInter1212,Midazolam,DDInter1686,Sodium citrate,Minor
DDInter1224,Minocycline,DDInter1686,Sodium citrate,Moderate
DDInter1231,Misoprostol,DDInter1686,Sodium citrate,Minor
DDInter1237,Moexipril,DDInter1686,Sodium citrate,Minor
DDInter1247,Moxifloxacin,DDInter1686,Sodium citrate,Moderate
DDInter1251,Mycophenolate mofetil,DDInter1686,Sodium citrate,Moderate
DDInter1252,Mycophenolic acid,DDInter1686,Sodium citrate,Moderate
DDInter1259,Nalidixic acid,DDInter1686,Sodium citrate,Moderate
DDInter1686,Sodium citrate,DDInter1281,Neratinib,Moderate
DDInter1293,Nilotinib,DDInter1686,Sodium citrate,Moderate
DDInter1313,Norfloxacin,DDInter1686,Sodium citrate,Moderate
DDInter1325,Ofloxacin,DDInter1686,Sodium citrate,Moderate
DDInter1359,Oxazepam,DDInter1686,Sodium citrate,Minor
DDInter1374,Oxytetracycline,DDInter1686,Sodium citrate,Moderate
DDInter1400,Pazopanib,DDInter1686,Sodium citrate,Moderate
DDInter1431,Perindopril,DDInter1686,Sodium citrate,Minor
DDInter1686,Sodium citrate,DDInter1435,Pexidartinib,Moderate
DDInter1460,Phenytoin,DDInter1686,Sodium citrate,Moderate
DDInter1492,Ponatinib,DDInter1686,Sodium citrate,Minor
DDInter1552,Quazepam,DDInter1686,Sodium citrate,Minor
DDInter1554,Quinapril,DDInter1686,Sodium citrate,Minor
DDInter1556,Quinidine,DDInter1686,Sodium citrate,Moderate
DDInter1565,Ramipril,DDInter1686,Sodium citrate,Minor
DDInter1595,Rilpivirine,DDInter1686,Sodium citrate,Moderate
DDInter1600,Riociguat,DDInter1686,Sodium citrate,Moderate
DDInter1622,Rosuvastatin,DDInter1686,Sodium citrate,Moderate
DDInter1637,Salsalate,DDInter1686,Sodium citrate,Moderate
DDInter1633,Salicylic acid (sodium),DDInter1686,Sodium citrate,Moderate
DDInter1705,Sparfloxacin,DDInter1686,Sodium citrate,Moderate
DDInter1735,Tacrolimus,DDInter1686,Sodium citrate,Minor
DDInter1761,Temazepam,DDInter1686,Sodium citrate,Minor
DDInter1783,Tetracycline,DDInter1686,Sodium citrate,Moderate
DDInter1817,Tipranavir,DDInter1686,Sodium citrate,Moderate
DDInter1826,Tolazamide,DDInter1686,Sodium citrate,Minor
DDInter1828,Tolbutamide,DDInter1686,Sodium citrate,Minor
DDInter1843,Trandolapril,DDInter1686,Sodium citrate,Minor
DDInter1860,Triazolam,DDInter1686,Sodium citrate,Minor
DDInter1887,Trovafloxacin,DDInter1686,Sodium citrate,Moderate
DDInter1940,Vismodegib,DDInter1686,Sodium citrate,Minor
DDInter413,Clopidogrel,DDInter1088,Loperamide,Major
DDInter299,Carfilzomib,DDInter1944,Von Willebrand Factor Human,Major
DDInter113,Aprotinin,DDInter101,Anti-inhibitor coagulant complex,Major
DDInter421,Coagulation factor VIIa Recombinant Human,DDInter101,Anti-inhibitor coagulant complex,Moderate
DDInter101,Anti-inhibitor coagulant complex,DDInter635,Emicizumab,Major
DDInter1844,Tranexamic acid,DDInter101,Anti-inhibitor coagulant complex,Major
DDInter1723,Sulfamethizole,DDInter1519,Prilocaine (topiclal),Major
DDInter718,Fenofibrate,DDInter143,Avatrombopag,Moderate
DDInter718,Fenofibrate,DDInter379,Cilostazol,Moderate
DDInter413,Clopidogrel,DDInter718,Fenofibrate,Moderate
DDInter542,Dicoumarol,DDInter718,Fenofibrate,Major
DDInter1951,Warfarin,DDInter718,Fenofibrate,Major
DDInter108,Apixaban,DDInter105,Antithrombin III human,Major
DDInter115,Ardeparin,DDInter105,Antithrombin III human,Major
DDInter105,Antithrombin III human,DDInter142,Avapritinib,Major
DDInter105,Antithrombin III human,DDInter200,Betrixaban,Major
DDInter241,Bromfenac,DDInter105,Antithrombin III human,Moderate
DDInter242,Bromfenac (ophthalmic),DDInter105,Antithrombin III human,Moderate
DDInter262,Cabozantinib,DDInter105,Antithrombin III human,Major
DDInter283,Cangrelor,DDInter105,Antithrombin III human,Major
DDInter286,Caplacizumab,DDInter105,Antithrombin III human,Major
DDInter291,Capsicum,DDInter105,Antithrombin III human,Minor
DDInter105,Antithrombin III human,DDInter347,Chamomile,Minor
DDInter388,Citalopram,DDInter105,Antithrombin III human,Moderate
DDInter410,Clomipramine,DDInter105,Antithrombin III human,Moderate
DDInter417,Clove,DDInter105,Antithrombin III human,Minor
DDInter435,Collagenase clostridium histolyticum,DDInter105,Antithrombin III human,Moderate
DDInter470,Dalteparin,DDInter105,Antithrombin III human,Major
DDInter471,Danaparoid,DDInter105,Antithrombin III human,Major
DDInter484,Dasatinib,DDInter105,Antithrombin III human,Major
DDInter488,Deferasirox,DDInter105,Antithrombin III human,Major
DDInter491,Defibrotide,DDInter105,Antithrombin III human,Major
DDInter501,Deoxycholic acid,DDInter105,Antithrombin III human,Moderate
DDInter505,Desirudin,DDInter105,Antithrombin III human,Major
DDInter511,Desvenlafaxine,DDInter105,Antithrombin III human,Moderate
DDInter518,Dexfenfluramine,DDInter105,Antithrombin III human,Moderate
