DDInterID_A,Drug_A,DDInterID_B,Drug_B,Level
DDInter885,Hydrocortisone,DDInter925,Influenza A virus A/Vietnam/1194/2004 (H5N1) antigen (formaldehyde inactivated),Moderate
DDInter934,Insulin human,DDInter885,Hydrocortisone,Moderate
DDInter885,Hydrocortisone,DDInter929,Insulin aspart (aspart),Moderate
DDInter885,Hydrocortisone,DDInter928,Insulin aspart (aspart protamine),Moderate
DDInter885,Hydrocortisone,DDInter930,Insulin degludec,Moderate
DDInter885,Hydrocortisone,DDInter931,Insulin detemir,Moderate
DDInter932,Insulin glargine,DDInter885,Hydrocortisone,Moderate
DDInter885,Hydrocortisone,DDInter933,Insulin glulisine,Moderate
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter885,Hydrocortisone,Moderate
DDInter936,Insulin human (isophane),DDInter885,Hydrocortisone,Moderate
DDInter940,Insulin lispro,DDInter885,Hydrocortisone,Moderate
DDInter941,Insulin lispro (protamine),DDInter885,Hydrocortisone,Moderate
DDInter937,Insulin human (regular),DDInter885,Hydrocortisone,Moderate
DDInter939,Insulin human (zinc),DDInter885,Hydrocortisone,Moderate
DDInter938,Insulin human (zinc extended),DDInter885,Hydrocortisone,Moderate
DDInter885,Hydrocortisone,DDInter960,Iohexol,Major
DDInter885,Hydrocortisone,DDInter961,Iopamidol,Major
DDInter885,Hydrocortisone,DDInter969,Ipilimumab,Moderate
DDInter885,Hydrocortisone,DDInter972,Irbesartan,Moderate
DDInter885,Hydrocortisone,DDInter980,Isavuconazonium,Moderate
DDInter982,Isoetharine,DDInter885,Hydrocortisone,Minor
DDInter885,Hydrocortisone,DDInter986,Isoniazid,Minor
DDInter885,Hydrocortisone,DDInter987,Isoprenaline,Minor
DDInter993,Isradipine,DDInter885,Hydrocortisone,Moderate
DDInter885,Hydrocortisone,DDInter995,Itraconazole,Moderate
DDInter885,Hydrocortisone,DDInter997,Ivacaftor,Moderate
DDInter885,Hydrocortisone,DDInter1008,Ketoconazole,Moderate
DDInter885,Hydrocortisone,DDInter1009,Ketoprofen,Moderate
DDInter1013,Labetalol,DDInter885,Hydrocortisone,Moderate
DDInter885,Hydrocortisone,DDInter1016,Lactitol,Moderate
DDInter885,Hydrocortisone,DDInter1017,Lactobacillus acidophilus,Moderate
DDInter1018,Lactulose,DDInter885,Hydrocortisone,Moderate
DDInter885,Hydrocortisone,DDInter1024,Lapatinib,Moderate
DDInter885,Hydrocortisone,DDInter1026,Larotrectinib,Moderate
DDInter885,Hydrocortisone,DDInter1032,Lefamulin,Moderate
DDInter885,Hydrocortisone,DDInter1033,Leflunomide,Major
DDInter885,Hydrocortisone,DDInter1039,Letermovir,Moderate
DDInter885,Hydrocortisone,DDInter1063,Levosalbutamol,Minor
DDInter885,Hydrocortisone,DDInter1045,Levamlodipine,Moderate
DDInter885,Hydrocortisone,DDInter1055,Levofloxacin,Major
DDInter885,Hydrocortisone,DDInter1065,Licorice,Moderate
DDInter885,Hydrocortisone,DDInter1070,Linagliptin,Moderate
DDInter885,Hydrocortisone,DDInter1077,Liraglutide,Moderate
DDInter1079,Lisinopril,DDInter885,Hydrocortisone,Moderate
DDInter885,Hydrocortisone,DDInter1082,Lixisenatide,Moderate
DDInter885,Hydrocortisone,DDInter1084,Lomefloxacin,Major
DDInter885,Hydrocortisone,DDInter1087,Lonafarnib,Moderate
DDInter885,Hydrocortisone,DDInter1094,Lorlatinib,Moderate
DDInter1095,Losartan,DDInter885,Hydrocortisone,Moderate
DDInter885,Hydrocortisone,DDInter1106,Lusutrombopag,Moderate
DDInter1109,Lyme disease vaccine (recombinant OspA),DDInter885,Hydrocortisone,Moderate
DDInter885,Hydrocortisone,DDInter1110,Macimorelin,Moderate
DDInter885,Hydrocortisone,DDInter1112,Magaldrate,Minor
DDInter885,Hydrocortisone,DDInter1115,Magnesium citrate,Moderate
DDInter885,Hydrocortisone,DDInter1118,Magnesium hydroxide,Moderate
DDInter885,Hydrocortisone,DDInter1119,Magnesium oxide,Minor
DDInter1120,Magnesium sulfate,DDInter885,Hydrocortisone,Moderate
DDInter885,Hydrocortisone,DDInter1127,Measles virus vaccine live attenuated,Major
DDInter885,Hydrocortisone,DDInter1135,Meclofenamic acid,Moderate
DDInter885,Hydrocortisone,DDInter1139,Mefenamic acid,Moderate
DDInter885,Hydrocortisone,DDInter1143,Meloxicam,Moderate
DDInter885,Hydrocortisone,DDInter1147,Meningococcal polysaccharide vaccine group C,Moderate
DDInter1152,Mephenytoin,DDInter885,Hydrocortisone,Moderate
DDInter885,Hydrocortisone,DDInter1190,Methylphenobarbital,Moderate
DDInter885,Hydrocortisone,DDInter1346,Orciprenaline,Minor
DDInter1164,Metformin,DDInter885,Hydrocortisone,Moderate
DDInter1167,Methazolamide,DDInter885,Hydrocortisone,Moderate
DDInter1174,Methotrexate,DDInter885,Hydrocortisone,Moderate
DDInter885,Hydrocortisone,DDInter1185,Methyldopa,Moderate
DDInter885,Hydrocortisone,DDInter1193,Methyltestosterone,Moderate
DDInter885,Hydrocortisone,DDInter1198,Metocurine,Moderate
DDInter1199,Metolazone,DDInter885,Hydrocortisone,Moderate
DDInter1200,Metoprolol,DDInter885,Hydrocortisone,Moderate
DDInter885,Hydrocortisone,DDInter1215,Mifepristone,Major
DDInter1217,Miglitol,DDInter885,Hydrocortisone,Moderate
DDInter885,Hydrocortisone,DDInter1223,Mineral oil,Moderate
DDInter1226,Minoxidil,DDInter885,Hydrocortisone,Moderate
DDInter885,Hydrocortisone,DDInter1235,Mivacurium,Moderate
DDInter885,Hydrocortisone,DDInter1236,Modafinil,Minor
DDInter1237,Moexipril,DDInter885,Hydrocortisone,Moderate
DDInter885,Hydrocortisone,DDInter1240,Monomethyl fumarate,Moderate
DDInter1247,Moxifloxacin,DDInter885,Hydrocortisone,Major
DDInter885,Hydrocortisone,DDInter1248,Mumps virus strain B level jeryl lynn live antigen,Major
DDInter1254,Nabumetone,DDInter885,Hydrocortisone,Moderate
DDInter885,Hydrocortisone,DDInter1255,Nadolol,Moderate
DDInter885,Hydrocortisone,DDInter1259,Nalidixic acid,Major
DDInter885,Hydrocortisone,DDInter1262,Naloxone,Minor
DDInter885,Hydrocortisone,DDInter1266,Naproxen,Moderate
DDInter1268,Natalizumab,DDInter885,Hydrocortisone,Major
DDInter1269,Nateglinide,DDInter885,Hydrocortisone,Moderate
DDInter885,Hydrocortisone,DDInter1271,Nebivolol,Moderate
DDInter885,Hydrocortisone,DDInter1274,Nefazodone,Moderate
DDInter1276,Nelfinavir,DDInter885,Hydrocortisone,Moderate
DDInter885,Hydrocortisone,DDInter1279,Neostigmine,Moderate
DDInter1287,Nicardipine,DDInter885,Hydrocortisone,Moderate
DDInter885,Hydrocortisone,DDInter1293,Nilotinib,Moderate
DDInter1298,Nisoldipine,DDInter885,Hydrocortisone,Moderate
DDInter1305,Nitroprusside,DDInter885,Hydrocortisone,Moderate
DDInter885,Hydrocortisone,DDInter1308,Nivolumab,Moderate
DDInter885,Hydrocortisone,DDInter1313,Norfloxacin,Major
DDInter885,Hydrocortisone,DDInter1321,Ocrelizumab,Moderate
DDInter885,Hydrocortisone,DDInter1325,Ofloxacin,Major
DDInter1330,Olmesartan,DDInter885,Hydrocortisone,Moderate
DDInter885,Hydrocortisone,DDInter1335,Omacetaxine mepesuccinate,Moderate
DDInter1357,Oxandrolone,DDInter885,Hydrocortisone,Moderate
DDInter885,Hydrocortisone,DDInter1358,Oxaprozin,Moderate
DDInter885,Hydrocortisone,DDInter1360,Oxcarbazepine,Moderate
DDInter885,Hydrocortisone,DDInter1371,Oxymetholone,Moderate
DDInter885,Hydrocortisone,DDInter1376,Ozanimod,Major
DDInter885,Hydrocortisone,DDInter1381,Paliperidone,Moderate
DDInter885,Hydrocortisone,DDInter1385,Pancuronium,Moderate
DDInter885,Hydrocortisone,DDInter1399,Patiromer,Moderate
DDInter1404,Pegaspargase,DDInter885,Hydrocortisone,Moderate
DDInter885,Hydrocortisone,DDInter1413,Pembrolizumab,Moderate
DDInter885,Hydrocortisone,DDInter1417,Penbutolol,Moderate
DDInter1423,Pentobarbital,DDInter885,Hydrocortisone,Moderate
DDInter885,Hydrocortisone,DDInter1431,Perindopril,Moderate
DDInter885,Hydrocortisone,DDInter1442,Phenobarbital,Moderate
DDInter885,Hydrocortisone,DDInter1443,Phenolphthalein,Moderate
DDInter885,Hydrocortisone,DDInter1451,Phenylbutazone,Moderate
DDInter1460,Phenytoin,DDInter885,Hydrocortisone,Moderate
DDInter885,Hydrocortisone,DDInter1470,Pimozide,Major
DDInter885,Hydrocortisone,DDInter1471,Pindolol,Moderate
DDInter885,Hydrocortisone,DDInter1472,Pioglitazone,Moderate
DDInter885,Hydrocortisone,DDInter1473,Pipecuronium,Moderate
DDInter885,Hydrocortisone,DDInter1476,Pirbuterol,Minor
DDInter1478,Piroxicam,DDInter885,Hydrocortisone,Moderate
DDInter885,Hydrocortisone,DDInter1480,Pitolisant,Moderate
DDInter885,Hydrocortisone,DDInter1486,Poliovirus type 1 antigen (formaldehyde inactivated),Moderate
DDInter885,Hydrocortisone,DDInter1488,Polyethylene glycol (3350),Moderate
DDInter885,Hydrocortisone,DDInter1490,Polythiazide,Moderate
DDInter885,Hydrocortisone,DDInter1494,Posaconazole,Moderate
DDInter885,Hydrocortisone,DDInter1506,Pramlintide,Moderate
DDInter1511,Prazosin,DDInter885,Hydrocortisone,Moderate
DDInter885,Hydrocortisone,DDInter1521,Primidone,Moderate
DDInter1532,Promazine,DDInter885,Hydrocortisone,Moderate
DDInter1539,Propranolol,DDInter885,Hydrocortisone,Moderate
DDInter1548,Pyridostigmine,DDInter885,Hydrocortisone,Moderate
DDInter885,Hydrocortisone,DDInter1554,Quinapril,Moderate
DDInter885,Hydrocortisone,DDInter1555,Quinestrol,Moderate
DDInter885,Hydrocortisone,DDInter1560,Racepinephrine,Minor
DDInter1565,Ramipril,DDInter885,Hydrocortisone,Moderate
DDInter885,Hydrocortisone,DDInter1571,Rapacuronium,Moderate
DDInter885,Hydrocortisone,DDInter1581,Repaglinide,Moderate
DDInter1582,Reserpine,DDInter885,Hydrocortisone,Moderate
DDInter885,Hydrocortisone,DDInter1588,Ribociclib,Moderate
DDInter1589,Rifabutin,DDInter885,Hydrocortisone,Moderate
DDInter885,Hydrocortisone,DDInter1590,Rifampicin,Moderate
DDInter885,Hydrocortisone,DDInter1592,Rifapentine,Moderate
DDInter885,Hydrocortisone,DDInter1594,Rilonacept,Moderate
DDInter1605,Risperidone,DDInter885,Hydrocortisone,Moderate
DDInter885,Hydrocortisone,DDInter1606,Ritodrine,Minor
DDInter1607,Ritonavir,DDInter885,Hydrocortisone,Moderate
DDInter1612,Rocuronium,DDInter885,Hydrocortisone,Moderate
DDInter1613,Rofecoxib,DDInter885,Hydrocortisone,Moderate
DDInter885,Hydrocortisone,DDInter1614,Roflumilast,Moderate
DDInter885,Hydrocortisone,DDInter1618,Romosozumab,Moderate
DDInter1621,Rosiglitazone,DDInter885,Hydrocortisone,Moderate
DDInter885,Hydrocortisone,DDInter1623,Rotavirus vaccine,Major
DDInter885,Hydrocortisone,DDInter1625,Rubella virus vaccine,Major
DDInter885,Hydrocortisone,DDInter1626,Rucaparib,Moderate
DDInter885,Hydrocortisone,DDInter1627,Rufinamide,Moderate
DDInter885,Hydrocortisone,DDInter1635,Salmeterol,Minor
DDInter885,Hydrocortisone,DDInter1637,Salsalate,Moderate
DDInter885,Hydrocortisone,DDInter1640,Saquinavir,Moderate
DDInter885,Hydrocortisone,DDInter1436,Pfizer-BioNTech Covid-19 Vaccine,Moderate
DDInter885,Hydrocortisone,DDInter1646,Saxagliptin,Moderate
DDInter1650,Secobarbital,DDInter885,Hydrocortisone,Moderate
DDInter885,Hydrocortisone,DDInter1658,Selpercatinib,Moderate
DDInter885,Hydrocortisone,DDInter1660,Semaglutide,Moderate
DDInter885,Hydrocortisone,DDInter1676,Siponimod,Major
DDInter885,Hydrocortisone,DDInter1677,Sipuleucel-T,Moderate
DDInter885,Hydrocortisone,DDInter1678,Sirolimus,Moderate
DDInter885,Hydrocortisone,DDInter1679,Sitagliptin,Moderate
DDInter885,Hydrocortisone,DDInter1680,"Smallpox (Vaccinia) Vaccine, Live",Major
DDInter885,Hydrocortisone,DDInter1683,Sodium bicarbonate,Minor
DDInter885,Hydrocortisone,DDInter953,Iodide I-123,Moderate
DDInter885,Hydrocortisone,DDInter954,Iodide I-131,Moderate
DDInter885,Hydrocortisone,DDInter1452,Phenylbutyric acid,Moderate
DDInter885,Hydrocortisone,DDInter1830,Tolevamer,Moderate
DDInter885,Hydrocortisone,DDInter1633,Salicylic acid (sodium),Moderate
DDInter885,Hydrocortisone,DDInter1698,Somapacitan,Moderate
DDInter885,Hydrocortisone,DDInter1700,Somatrem,Moderate
DDInter1699,Somatotropin,DDInter885,Hydrocortisone,Moderate
DDInter885,Hydrocortisone,DDInter1705,Sparfloxacin,Major
DDInter1707,Spironolactone,DDInter885,Hydrocortisone,Moderate
DDInter885,Hydrocortisone,DDInter1709,Stanozolol,Moderate
DDInter885,Hydrocortisone,DDInter1711,Stiripentol,Moderate
DDInter1729,Sulindac,DDInter885,Hydrocortisone,Moderate
DDInter885,Hydrocortisone,DDInter1735,Tacrolimus,Moderate
DDInter885,Hydrocortisone,DDInter1743,Talimogene laherparepvec,Major
DDInter885,Hydrocortisone,DDInter1750,Tazemetostat,Moderate
DDInter885,Hydrocortisone,DDInter1755,Telaprevir,Moderate
DDInter885,Hydrocortisone,DDInter1757,Telbivudine,Moderate
DDInter885,Hydrocortisone,DDInter1758,Telithromycin,Moderate
DDInter885,Hydrocortisone,DDInter1759,Telmisartan,Moderate
DDInter885,Hydrocortisone,DDInter1760,Telotristat ethyl,Moderate
DDInter885,Hydrocortisone,DDInter1763,Temsirolimus,Moderate
DDInter885,Hydrocortisone,DDInter1767,Terazosin,Moderate
DDInter885,Hydrocortisone,DDInter1769,Terbutaline,Minor
DDInter885,Hydrocortisone,DDInter1771,Teriflunomide,Major
DDInter1775,Testosterone,DDInter885,Hydrocortisone,Moderate
DDInter1776,Testosterone (topical),DDInter885,Hydrocortisone,Moderate
DDInter885,Hydrocortisone,DDInter1789,Thalidomide,Major
DDInter1791,Theophylline,DDInter885,Hydrocortisone,Moderate
DDInter1796,Thioridazine,DDInter885,Hydrocortisone,Moderate
DDInter1804,Ticlopidine,DDInter885,Hydrocortisone,Minor
DDInter1809,Timolol,DDInter885,Hydrocortisone,Moderate
DDInter885,Hydrocortisone,DDInter1825,Tofacitinib,Major
DDInter885,Hydrocortisone,DDInter1826,Tolazamide,Moderate
DDInter885,Hydrocortisone,DDInter1828,Tolbutamide,Moderate
DDInter1831,Tolmetin,DDInter885,Hydrocortisone,Moderate
DDInter1836,Torasemide,DDInter885,Hydrocortisone,Moderate
DDInter1843,Trandolapril,DDInter885,Hydrocortisone,Moderate
DDInter1859,Triamterene,DDInter885,Hydrocortisone,Moderate
DDInter885,Hydrocortisone,DDInter1861,Trichlormethiazide,Moderate
DDInter885,Hydrocortisone,DDInter1862,Trichophyton mentagrophytes,Moderate
DDInter885,Hydrocortisone,DDInter1866,Trifluoperazine,Moderate
DDInter885,Hydrocortisone,DDInter1872,Trimethaphan,Moderate
DDInter1881,Troglitazone,DDInter885,Hydrocortisone,Moderate
DDInter885,Hydrocortisone,DDInter1882,Troleandomycin,Moderate
DDInter1887,Trovafloxacin,DDInter885,Hydrocortisone,Major
DDInter885,Hydrocortisone,DDInter1889,Tuberculin purified protein derivative,Moderate
DDInter885,Hydrocortisone,DDInter1890,Tubocurarine,Moderate
DDInter885,Hydrocortisone,DDInter1891,Tucatinib,Moderate
DDInter885,Hydrocortisone,DDInter1893,Typhoid vaccine (inactivated),Moderate
DDInter885,Hydrocortisone,DDInter1894,Typhoid vaccine (live),Major
DDInter885,Hydrocortisone,DDInter1901,Upadacitinib,Major
DDInter885,Hydrocortisone,DDInter1907,Ustekinumab,Moderate
DDInter1910,Valdecoxib,DDInter885,Hydrocortisone,Moderate
DDInter1915,Valsartan,DDInter885,Hydrocortisone,Moderate
DDInter885,Hydrocortisone,DDInter1920,Varicella Zoster Vaccine (Recombinant),Major
DDInter885,Hydrocortisone,DDInter1922,Vecuronium,Moderate
DDInter1928,Verapamil,DDInter885,Hydrocortisone,Moderate
DDInter885,Hydrocortisone,DDInter1933,Vigabatrin,Major
DDInter1943,Vitamin E,DDInter885,Hydrocortisone,Minor
DDInter1946,Voriconazole,DDInter885,Hydrocortisone,Moderate
DDInter885,Hydrocortisone,DDInter1949,Voxelotor,Moderate
DDInter1951,Warfarin,DDInter885,Hydrocortisone,Moderate
DDInter885,Hydrocortisone,DDInter1953,Yellow Fever Vaccine,Major
DDInter885,Hydrocortisone,DDInter1963,Zinc acetate,Minor
DDInter885,Hydrocortisone,DDInter1964,Zinc chloride,Minor
DDInter885,Hydrocortisone,DDInter1965,Zinc gluconate,Minor
DDInter885,Hydrocortisone,DDInter1966,Zinc sulfate,Minor
DDInter1967,Ziprasidone,DDInter885,Hydrocortisone,Major
DDInter257,Butalbital,DDInter351,Chloramphenicol,Moderate
DDInter257,Butalbital,DDInter395,Clemastine,Moderate
DDInter257,Butalbital,DDInter569,Diphenhydramine,Moderate
DDInter257,Butalbital,DDInter593,Doxepin,Moderate
DDInter257,Butalbital,DDInter690,Ethanol,Major
DDInter257,Butalbital,DDInter1191,Methylprednisolone,Moderate
DDInter257,Butalbital,DDInter1202,Metronidazole,Moderate
DDInter257,Butalbital,DDInter1513,Prednisolone,Moderate
DDInter257,Butalbital,DDInter1855,Triamcinolone,Moderate
DDInter257,Butalbital,DDInter1878,Tripelennamine,Moderate
DDInter670,Erythromycin,DDInter1091,Loratadine,Minor
DDInter743,Fluconazole,DDInter1091,Loratadine,Minor
DDInter1091,Loratadine,DDInter1008,Ketoconazole,Minor
DDInter1091,Loratadine,DDInter1209,Miconazole,Minor
DDInter1091,Loratadine,DDInter1735,Tacrolimus,Moderate
DDInter1091,Loratadine,DDInter1768,Terbinafine,Moderate
DDInter35,Albendazole,DDInter513,Dexamethasone,Minor
DDInter35,Albendazole,DDInter1735,Tacrolimus,Moderate
DDInter37,Alclometasone (topical),DDInter36,Albiglutide,Minor
DDInter63,Amcinonide,DDInter36,Albiglutide,Minor
DDInter195,Betamethasone,DDInter36,Albiglutide,Moderate
DDInter196,Betamethasone (topical),DDInter36,Albiglutide,Minor
DDInter36,Albiglutide,DDInter403,Clobetasol (topical),Minor
DDInter404,Clocortolone (topical),DDInter36,Albiglutide,Minor
DDInter509,Desonide (topical),DDInter36,Albiglutide,Minor
DDInter510,Desoximetasone (topical),DDInter36,Albiglutide,Minor
DDInter513,Dexamethasone,DDInter36,Albiglutide,Moderate
DDInter515,Dexamethasone (ophthalmic),DDInter36,Albiglutide,Minor
DDInter516,Dexamethasone (topical),DDInter36,Albiglutide,Minor
DDInter550,Diflorasone (topical),DDInter36,Albiglutide,Minor
DDInter690,Ethanol,DDInter36,Albiglutide,Moderate
DDInter753,Fluocinonide (topical),DDInter36,Albiglutide,Minor
DDInter761,Flurandrenolide (topical),DDInter36,Albiglutide,Minor
DDInter36,Albiglutide,DDInter768,Fluticasone (topical),Minor
DDInter851,Halcinonide (topical),DDInter36,Albiglutide,Minor
DDInter1898,Ulobetasol (topical),DDInter36,Albiglutide,Minor
DDInter1191,Methylprednisolone,DDInter36,Albiglutide,Moderate
DDInter1192,Methylprednisolone (topical),DDInter36,Albiglutide,Minor
DDInter1512,Prednicarbate (topical),DDInter36,Albiglutide,Minor
DDInter1513,Prednisolone,DDInter36,Albiglutide,Moderate
DDInter1533,Promethazine,DDInter36,Albiglutide,Moderate
DDInter1735,Tacrolimus,DDInter36,Albiglutide,Moderate
DDInter1855,Triamcinolone,DDInter36,Albiglutide,Moderate
DDInter1857,Triamcinolone (ophthalmic),DDInter36,Albiglutide,Moderate
DDInter1858,Triamcinolone (topical),DDInter36,Albiglutide,Minor
DDInter168,Beclomethasone dipropionate,DDInter1632,Salbutamol,Minor
DDInter195,Betamethasone,DDInter1632,Salbutamol,Minor
DDInter1632,Salbutamol,DDInter246,Budesonide,Minor
DDInter1632,Salbutamol,DDInter513,Dexamethasone,Minor
DDInter1632,Salbutamol,DDInter593,Doxepin,Moderate
DDInter1632,Salbutamol,DDInter594,Doxepin (topical),Moderate
DDInter670,Erythromycin,DDInter1632,Salbutamol,Moderate
DDInter743,Fluconazole,DDInter1632,Salbutamol,Moderate
DDInter1632,Salbutamol,DDInter766,Fluticasone,Minor
DDInter1632,Salbutamol,DDInter1008,Ketoconazole,Moderate
DDInter1191,Methylprednisolone,DDInter1632,Salbutamol,Minor
DDInter1202,Metronidazole,DDInter1632,Salbutamol,Minor
DDInter1513,Prednisolone,DDInter1632,Salbutamol,Minor
DDInter1632,Salbutamol,DDInter1533,Promethazine,Moderate
DDInter1735,Tacrolimus,DDInter1632,Salbutamol,Moderate
DDInter1855,Triamcinolone,DDInter1632,Salbutamol,Minor
DDInter37,Alclometasone (topical),DDInter16,Acetohexamide,Minor
DDInter37,Alclometasone (topical),DDInter51,Alogliptin,Minor
DDInter37,Alclometasone (topical),DDInter280,Canagliflozin,Minor
DDInter37,Alclometasone (topical),DDInter364,Chlorpropamide,Minor
DDInter37,Alclometasone (topical),DDInter474,Dapagliflozin,Minor
DDInter37,Alclometasone (topical),DDInter607,Dulaglutide,Minor
DDInter37,Alclometasone (topical),DDInter636,Empagliflozin,Minor
DDInter37,Alclometasone (topical),DDInter669,Ertugliflozin,Minor
DDInter37,Alclometasone (topical),DDInter706,Exenatide,Minor
DDInter825,Glimepiride,DDInter37,Alclometasone (topical),Minor
DDInter37,Alclometasone (topical),DDInter826,Glipizide,Minor
DDInter37,Alclometasone (topical),DDInter831,Glyburide,Minor
DDInter934,Insulin human,DDInter37,Alclometasone (topical),Minor
DDInter37,Alclometasone (topical),DDInter929,Insulin aspart (aspart),Minor
DDInter37,Alclometasone (topical),DDInter928,Insulin aspart (aspart protamine),Minor
DDInter37,Alclometasone (topical),DDInter930,Insulin degludec,Minor
DDInter37,Alclometasone (topical),DDInter931,Insulin detemir,Minor
DDInter932,Insulin glargine,DDInter37,Alclometasone (topical),Minor
DDInter37,Alclometasone (topical),DDInter933,Insulin glulisine,Minor
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter37,Alclometasone (topical),Minor
DDInter936,Insulin human (isophane),DDInter37,Alclometasone (topical),Minor
DDInter940,Insulin lispro,DDInter37,Alclometasone (topical),Minor
DDInter941,Insulin lispro (protamine),DDInter37,Alclometasone (topical),Minor
DDInter937,Insulin human (regular),DDInter37,Alclometasone (topical),Minor
DDInter939,Insulin human (zinc),DDInter37,Alclometasone (topical),Minor
DDInter938,Insulin human (zinc extended),DDInter37,Alclometasone (topical),Minor
DDInter37,Alclometasone (topical),DDInter1070,Linagliptin,Minor
DDInter37,Alclometasone (topical),DDInter1077,Liraglutide,Minor
DDInter37,Alclometasone (topical),DDInter1082,Lixisenatide,Minor
DDInter37,Alclometasone (topical),DDInter1164,Metformin,Minor
DDInter37,Alclometasone (topical),DDInter1217,Miglitol,Minor
DDInter37,Alclometasone (topical),DDInter1269,Nateglinide,Minor
DDInter37,Alclometasone (topical),DDInter1472,Pioglitazone,Minor
DDInter37,Alclometasone (topical),DDInter1506,Pramlintide,Minor
DDInter37,Alclometasone (topical),DDInter1581,Repaglinide,Minor
DDInter37,Alclometasone (topical),DDInter1621,Rosiglitazone,Minor
DDInter37,Alclometasone (topical),DDInter1646,Saxagliptin,Minor
DDInter37,Alclometasone (topical),DDInter1660,Semaglutide,Minor
DDInter37,Alclometasone (topical),DDInter1679,Sitagliptin,Minor
DDInter37,Alclometasone (topical),DDInter1826,Tolazamide,Minor
DDInter37,Alclometasone (topical),DDInter1828,Tolbutamide,Minor
DDInter1881,Troglitazone,DDInter37,Alclometasone (topical),Minor
DDInter16,Acetohexamide,DDInter690,Ethanol,Moderate
DDInter43,Alfentanil,DDInter690,Ethanol,Moderate
DDInter44,Alfuzosin,DDInter690,Ethanol,Moderate
DDInter690,Ethanol,DDInter51,Alogliptin,Moderate
DDInter54,Alprazolam,DDInter690,Ethanol,Moderate
DDInter68,Amiloride,DDInter690,Ethanol,Moderate
DDInter78,Amitriptyline,DDInter690,Ethanol,Moderate
DDInter690,Ethanol,DDInter81,Amobarbital,Major
DDInter82,Amoxapine,DDInter690,Ethanol,Moderate
DDInter84,Amphetamine,DDInter690,Ethanol,Moderate
DDInter690,Ethanol,DDInter98,Anisindione,Moderate
DDInter109,Apomorphine,DDInter690,Ethanol,Moderate
DDInter690,Ethanol,DDInter110,Apraclonidine,Moderate
DDInter690,Ethanol,DDInter118,Aripiprazole,Moderate
DDInter690,Ethanol,DDInter125,Asenapine,Moderate
DDInter690,Ethanol,DDInter126,Asparaginase Erwinia chrysanthemi,Moderate
DDInter127,Asparaginase Escherichia coli,DDInter690,Ethanol,Moderate
DDInter690,Ethanol,DDInter20,Acetylsalicylic acid,Moderate
DDInter130,Atenolol,DDInter690,Ethanol,Moderate
DDInter690,Ethanol,DDInter133,Atorvastatin,Moderate
DDInter136,Atropine,DDInter690,Ethanol,Moderate
DDInter690,Ethanol,DDInter141,Avanafil,Moderate
DDInter149,Azatadine,DDInter690,Ethanol,Moderate
DDInter690,Ethanol,DDInter154,Azelastine (nasal),Moderate
DDInter690,Ethanol,DDInter156,Azilsartan medoxomil,Moderate
DDInter162,Baclofen,DDInter690,Ethanol,Moderate
DDInter690,Ethanol,DDInter170,Bedaquiline,Moderate
DDInter690,Ethanol,DDInter175,Belladonna,Moderate
DDInter177,Benazepril,DDInter690,Ethanol,Moderate
DDInter179,Bendroflumethiazide,DDInter690,Ethanol,Moderate
DDInter690,Ethanol,DDInter183,Benznidazole,Major
DDInter187,Benzphetamine,DDInter690,Ethanol,Moderate
DDInter188,Benzthiazide,DDInter690,Ethanol,Moderate
DDInter181,Benzatropine,DDInter690,Ethanol,Moderate
DDInter690,Ethanol,DDInter192,Bepridil,Moderate
DDInter197,Betaxolol,DDInter690,Ethanol,Moderate
DDInter211,Biperiden,DDInter690,Ethanol,Moderate
DDInter216,Bisoprolol,DDInter690,Ethanol,Moderate
DDInter690,Ethanol,DDInter228,Brentuximab vedotin,Moderate
DDInter690,Ethanol,DDInter230,Brexanolone,Moderate
DDInter690,Ethanol,DDInter231,Brexpiprazole,Moderate
DDInter235,Brimonidine (ophthalmic),DDInter690,Ethanol,Moderate
DDInter236,Brimonidine (topical),DDInter690,Ethanol,Moderate
DDInter690,Ethanol,DDInter239,Brivaracetam,Moderate
DDInter690,Ethanol,DDInter243,Bromocriptine,Moderate
DDInter245,Brompheniramine,DDInter690,Ethanol,Moderate
DDInter248,Bumetanide,DDInter690,Ethanol,Moderate
DDInter690,Ethanol,DDInter251,Buprenorphine,Major
DDInter690,Ethanol,DDInter252,Bupropion,Moderate
DDInter254,Buspirone,DDInter690,Ethanol,Moderate
DDInter256,Butabarbital,DDInter690,Ethanol,Major
DDInter258,Butorphanol,DDInter690,Ethanol,Moderate
DDInter260,Cabergoline,DDInter690,Ethanol,Moderate
DDInter690,Ethanol,DDInter264,Calaspargase pegol,Moderate
DDInter690,Ethanol,DDInter280,Canagliflozin,Moderate
DDInter690,Ethanol,DDInter284,Cannabidiol,Moderate
DDInter293,Carbamazepine,DDInter690,Ethanol,Moderate
DDInter690,Ethanol,DDInter1427,Pentoxyverine,Moderate
DDInter297,Carbinoxamine,DDInter690,Ethanol,Moderate
DDInter690,Ethanol,DDInter300,Cariprazine,Moderate
DDInter301,Carisoprodol,DDInter690,Ethanol,Moderate
DDInter303,Carteolol,DDInter690,Ethanol,Moderate
DDInter690,Ethanol,DDInter305,Carvedilol,Moderate
