drug1_id,drug2_id,drug1_name,drug2_name,interaction_type
DB00091,DB01338,Cyclosporine,Pipecuronium,neuromuscular blocking activities
DB00091,DB04834,Cyclosporine,Rapacuronium,neuromuscular blocking activities
DB00091,DB11156,Cyclosporine,Pyrantel,neuromuscular blocking activities
DB00091,DB00619,Cyclosporine,Imatinib,serum concentration
DB00091,DB01598,Cyclosporine,Imipenem,neurotoxic activities
DB00091,DB09027,Cyclosporine,Ledipasvir,serum concentration
DB00091,DB08933,Cyclosporine,Luliconazole,serum concentration
DB00091,DB01042,Cyclosporine,Melphalan,nephrotoxic activities
DB00091,DB00959,Cyclosporine,Methylprednisolone,serum concentration
DB00091,DB01233,Cyclosporine,Metoclopramide,absorption
DB00091,DB00745,Cyclosporine,Modafinil,serum concentration
DB00091,DB00607,Cyclosporine,Nafcillin,metabolism
DB00091,DB09048,Cyclosporine,Netupitant,serum concentration
DB00091,DB00479,Cyclosporine,Amikacin,nephrotoxic activities
DB00091,DB00684,Cyclosporine,Tobramycin,nephrotoxic activities
DB00091,DB00798,Cyclosporine,Gentamicin,nephrotoxic activities
DB00091,DB01082,Cyclosporine,Streptomycin,nephrotoxic activities
DB00091,DB00452,Cyclosporine,Framycetin,nephrotoxic activities
DB00091,DB00955,Cyclosporine,Netilmicin,nephrotoxic activities
DB00091,DB01172,Cyclosporine,Kanamycin,nephrotoxic activities
DB00091,DB01421,Cyclosporine,Paromomycin,nephrotoxic activities
DB00091,DB03615,Cyclosporine,Ribostamycin,nephrotoxic activities
DB00091,DB06696,Cyclosporine,Arbekacin,nephrotoxic activities
DB00091,DB12615,Cyclosporine,Plazomicin,nephrotoxic activities
DB00091,DB01059,Cyclosporine,Norfloxacin,metabolism
DB00091,DB00338,Cyclosporine,Omeprazole,serum concentration
DB00091,DB00214,Cyclosporine,Torasemide,risk or severity of adverse effects
DB00091,DB00695,Cyclosporine,Furosemide,risk or severity of adverse effects
DB00091,DB00887,Cyclosporine,Bumetanide,risk or severity of adverse effects
DB00091,DB00903,Cyclosporine,Etacrynic acid,risk or severity of adverse effects
DB00091,DB02925,Cyclosporine,Piretanide,risk or severity of adverse effects
DB00091,DB01325,Cyclosporine,Quinethazone,risk or severity of adverse effects
DB00091,DB00232,Cyclosporine,Methyclothiazide,risk or severity of adverse effects
DB00091,DB00310,Cyclosporine,Chlorthalidone,risk or severity of adverse effects
DB00091,DB00774,Cyclosporine,Hydroflumethiazide,risk or severity of adverse effects
DB00091,DB01021,Cyclosporine,Trichlormethiazide,risk or severity of adverse effects
DB00091,DB09073,Cyclosporine,Palbociclib,serum concentration
DB00091,DB00635,Cyclosporine,Prednisone,serum concentration of active metabolites
DB00091,DB06480,Cyclosporine,Prucalopride,serum concentration
DB00091,DB00339,Cyclosporine,Pyrazinamide,serum concentration
DB00091,DB01369,Cyclosporine,Quinupristin,serum concentration
DB00091,DB00912,Cyclosporine,Repaglinide,serum concentration
DB00091,DB01220,Cyclosporine,Rifaximin,serum concentration
DB00091,DB00470,Cyclosporine,Dronabinol,serum concentration
DB00091,DB00658,Cyclosporine,Sevelamer,serum concentration
DB00091,DB01138,Cyclosporine,Sulfinpyrazone,serum concentration
DB00091,DB08816,Cyclosporine,Ticagrelor,serum concentration
DB00091,DB00163,Cyclosporine,Vitamin E,serum concentration
DB00091,DB09128,Cyclosporine,Brexpiprazole,serum concentration
DB00091,DB01008,Cyclosporine,Busulfan,serum concentration
DB00091,DB09330,Cyclosporine,Osimertinib,serum concentration
DB00091,DB00956,Cyclosporine,Hydrocodone,serum concentration
DB00091,DB01181,Cyclosporine,Ifosfamide,serum concentration
DB00091,DB09063,Cyclosporine,Ceritinib,serum concentration
DB00091,DB00188,Cyclosporine,Bortezomib,metabolism
DB00091,DB00208,Cyclosporine,Ticlopidine,metabolism
DB00091,DB00246,Cyclosporine,Ziprasidone,metabolism
DB00091,DB00705,Cyclosporine,Delavirdine,metabolism
DB00091,DB00203,Cyclosporine,Sildenafil,metabolism
DB00091,DB00176,Cyclosporine,Fluvoxamine,metabolism
DB00091,DB00285,Cyclosporine,Venlafaxine,metabolism
DB00091,DB00180,Cyclosporine,Flunisolide,metabolism
DB00091,DB00185,Cyclosporine,Cevimeline,metabolism
DB00091,DB00213,Cyclosporine,Pantoprazole,metabolism
DB00091,DB00234,Cyclosporine,Reboxetine,metabolism
DB00091,DB00240,Cyclosporine,Alclometasone,metabolism
DB00091,DB00280,Cyclosporine,Disopyramide,metabolism
DB00091,DB00294,Cyclosporine,Etonogestrel,metabolism
DB00091,DB00297,Cyclosporine,Bupivacaine,metabolism
DB00091,DB00307,Cyclosporine,Bexarotene,metabolism
DB00091,DB00317,Cyclosporine,Gefitinib,metabolism
DB00091,DB00324,Cyclosporine,Fluorometholone,metabolism
DB00091,DB00327,Cyclosporine,Hydromorphone,metabolism
DB00091,DB00332,Cyclosporine,Ipratropium bromide,metabolism
DB00091,DB00342,Cyclosporine,Terfenadine,metabolism
DB00091,DB00346,Cyclosporine,Alfuzosin,metabolism
DB00091,DB00361,Cyclosporine,Vinorelbine,metabolism
DB00091,DB00365,Cyclosporine,Grepafloxacin,metabolism
DB00091,DB00370,Cyclosporine,Mirtazapine,metabolism
DB00091,DB00398,Cyclosporine,Sorafenib,metabolism
DB00091,DB00402,Cyclosporine,Eszopiclone,metabolism
DB00091,DB00404,Cyclosporine,Alprazolam,metabolism
DB00091,DB00433,Cyclosporine,Prochlorperazine,metabolism
DB00091,DB00455,Cyclosporine,Loratadine,metabolism
DB00091,DB00468,Cyclosporine,Quinine,metabolism
DB00091,DB00471,Cyclosporine,Montelukast,metabolism
DB00091,DB00496,Cyclosporine,Darifenacin,metabolism
DB00091,DB00518,Cyclosporine,Albendazole,metabolism
DB00091,DB00530,Cyclosporine,Erlotinib,metabolism
DB00091,DB00539,Cyclosporine,Toremifene,metabolism
DB00091,DB00541,Cyclosporine,Vincristine,metabolism
DB00091,DB00570,Cyclosporine,Vinblastine,metabolism
DB00091,DB00588,Cyclosporine,Fluticasone propionate,metabolism
DB00091,DB00593,Cyclosporine,Ethosuximide,metabolism
DB00091,DB00603,Cyclosporine,Medroxyprogesterone acetate,metabolism
DB00091,DB00637,Cyclosporine,Astemizole,metabolism
DB00091,DB00643,Cyclosporine,Mebendazole,metabolism
DB00091,DB00674,Cyclosporine,Galantamine,metabolism
DB00091,DB00675,Cyclosporine,Tamoxifen,metabolism
DB00091,DB00683,Cyclosporine,Midazolam,metabolism
DB00091,DB00717,Cyclosporine,Norethisterone,metabolism
DB00091,DB00731,Cyclosporine,Nateglinide,metabolism
DB00091,DB00736,Cyclosporine,Esomeprazole,metabolism
DB00091,DB00741,Cyclosporine,Hydrocortisone,metabolism
DB00091,DB00757,Cyclosporine,Dolasetron,metabolism
DB00091,DB00758,Cyclosporine,Clopidogrel,metabolism
DB00091,DB00762,Cyclosporine,Irinotecan,metabolism
DB00091,DB00778,Cyclosporine,Roxithromycin,metabolism
DB00091,DB00802,Cyclosporine,Alfentanil,metabolism
DB00091,DB00820,Cyclosporine,Tadalafil,metabolism
DB00091,DB00829,Cyclosporine,Diazepam,metabolism
DB00091,DB00836,Cyclosporine,Loperamide,metabolism
DB00091,DB00843,Cyclosporine,Donepezil,metabolism
DB00091,DB00862,Cyclosporine,Vardenafil,metabolism
DB00091,DB00883,Cyclosporine,Isosorbide Dinitrate,metabolism
DB00091,DB00889,Cyclosporine,Granisetron,metabolism
DB00091,DB00897,Cyclosporine,Triazolam,metabolism
DB00091,DB00904,Cyclosporine,Ondansetron,metabolism
DB00091,DB00906,Cyclosporine,Tiagabine,metabolism
DB00091,DB00907,Cyclosporine,Cocaine,metabolism
DB00091,DB00909,Cyclosporine,Zonisamide,metabolism
DB00091,DB00910,Cyclosporine,Paricalcitol,metabolism
DB00091,DB00911,Cyclosporine,Tinidazole,metabolism
DB00091,DB00918,Cyclosporine,Almotriptan,metabolism
DB00091,DB00921,Cyclosporine,Buprenorphine,metabolism
DB00091,DB00962,Cyclosporine,Zaleplon,metabolism
DB00091,DB00977,Cyclosporine,Ethinyl Estradiol,metabolism
DB00091,DB00990,Cyclosporine,Exemestane,metabolism
DB00091,DB00997,Cyclosporine,Doxorubicin,metabolism
DB00091,DB01002,Cyclosporine,Levobupivacaine,metabolism
DB00091,DB01006,Cyclosporine,Letrozole,metabolism
DB00091,DB01012,Cyclosporine,Cinacalcet,metabolism
DB00091,DB01020,Cyclosporine,Isosorbide Mononitrate,metabolism
DB00091,DB01054,Cyclosporine,Nitrendipine,metabolism
DB00091,DB01062,Cyclosporine,Oxybutynin,metabolism
DB00091,DB01068,Cyclosporine,Clonazepam,metabolism
DB00091,DB01105,Cyclosporine,Sibutramine,metabolism
DB00091,DB01114,Cyclosporine,Chlorphenamine,metabolism
DB00091,DB01126,Cyclosporine,Dutasteride,metabolism
DB00091,DB01129,Cyclosporine,Rabeprazole,metabolism
DB00091,DB01132,Cyclosporine,Pioglitazone,metabolism
DB00091,DB01175,Cyclosporine,Escitalopram,metabolism
DB00091,DB01190,Cyclosporine,Clindamycin,metabolism
DB00091,DB01215,Cyclosporine,Estazolam,metabolism
DB00091,DB01216,Cyclosporine,Finasteride,metabolism
DB00091,DB01224,Cyclosporine,Quetiapine,metabolism
DB00091,DB01227,Cyclosporine,Levomethadyl Acetate,metabolism
DB00091,DB01229,Cyclosporine,Paclitaxel,metabolism
DB00091,DB01256,Cyclosporine,Retapamulin,metabolism
DB00091,DB01259,Cyclosporine,Lapatinib,metabolism
DB00091,DB01410,Cyclosporine,Ciclesonide,metabolism
DB00091,DB00969,Cyclosporine,Alosetron,metabolism
DB00091,DB04835,Cyclosporine,Maraviroc,metabolism
DB00091,DB01409,Cyclosporine,Tiotropium,metabolism
DB00091,DB00377,Cyclosporine,Palonosetron,metabolism
DB00091,DB06144,Cyclosporine,Sertindole,metabolism
DB00091,DB00333,Cyclosporine,Methadone,metabolism
DB00091,DB06155,Cyclosporine,Rimonabant,metabolism
DB00091,DB06267,Cyclosporine,Udenafil,metabolism
DB00091,DB00268,Cyclosporine,Ropinirole,metabolism
DB00091,DB05271,Cyclosporine,Rotigotine,metabolism
DB00091,DB00734,Cyclosporine,Risperidone,metabolism
DB00091,DB01037,Cyclosporine,Selegiline,metabolism
DB00091,DB01159,Cyclosporine,Halothane,metabolism
DB00091,DB00656,Cyclosporine,Trazodone,metabolism
DB00091,DB00321,Cyclosporine,Amitriptyline,metabolism
DB00091,DB00540,Cyclosporine,Nortriptyline,metabolism
DB00091,DB00215,Cyclosporine,Citalopram,metabolism
DB00091,DB00924,Cyclosporine,Cyclobenzaprine,metabolism
DB00091,DB00472,Cyclosporine,Fluoxetine,metabolism
DB00091,DB01104,Cyclosporine,Sertraline,metabolism
DB00091,DB06148,Cyclosporine,Mianserin,metabolism
DB00091,DB00250,Cyclosporine,Dapsone,metabolism
DB00091,DB05109,Cyclosporine,Trabectedin,metabolism
DB00091,DB00946,Cyclosporine,Phenprocoumon,metabolism
DB00091,DB00682,Cyclosporine,Warfarin,metabolism
DB00091,DB00153,Cyclosporine,Ergocalciferol,metabolism
DB00091,DB00783,Cyclosporine,Estradiol,metabolism
DB00091,DB00201,Cyclosporine,Caffeine,metabolism
DB00091,DB00318,Cyclosporine,Codeine,metabolism
DB00091,DB00514,Cyclosporine,Dextromethorphan,metabolism
DB00091,DB00502,Cyclosporine,Haloperidol,metabolism
DB00091,DB00281,Cyclosporine,Lidocaine,metabolism
DB00091,DB00571,Cyclosporine,Propranolol,metabolism
DB00091,DB00865,Cyclosporine,Benzphetamine,metabolism
DB00091,DB00612,Cyclosporine,Bisoprolol,metabolism
DB00091,DB01558,Cyclosporine,Bromazepam,metabolism
DB00091,DB00136,Cyclosporine,Calcitriol,metabolism
DB00091,DB00475,Cyclosporine,Chlordiazepoxide,metabolism
DB00091,DB00349,Cyclosporine,Clobazam,metabolism
DB00091,DB00628,Cyclosporine,Clorazepate,metabolism
DB00091,DB01219,Cyclosporine,Dantrolene,metabolism
DB00091,DB01396,Cyclosporine,Digitoxin,metabolism
DB00091,DB04574,Cyclosporine,Estrone sulfate,metabolism
DB00091,DB00949,Cyclosporine,Felbamate,metabolism
DB00091,DB00690,Cyclosporine,Flurazepam,metabolism
DB00091,DB00499,Cyclosporine,Flutamide,metabolism
DB00091,DB01018,Cyclosporine,Guanfacine,metabolism
DB00091,DB04845,Cyclosporine,Ixabepilone,metabolism
DB00091,DB00448,Cyclosporine,Lansoprazole,metabolism
DB00091,DB00367,Cyclosporine,Levonorgestrel,metabolism
DB00091,DB00358,Cyclosporine,Mefloquine,metabolism
DB00091,DB04868,Cyclosporine,Nilotinib,metabolism
DB00091,DB06712,Cyclosporine,Nilvadipine,metabolism
DB00091,DB01621,Cyclosporine,Pipotiazine,metabolism
DB00091,DB01058,Cyclosporine,Praziquantel,metabolism
DB00091,DB01087,Cyclosporine,Primaquine,metabolism
DB00091,DB00647,Cyclosporine,Dextropropoxyphene,metabolism
DB00091,DB06176,Cyclosporine,Romidepsin,metabolism
DB00091,DB06145,Cyclosporine,Spiramycin,metabolism
DB00091,DB00706,Cyclosporine,Tamsulosin,metabolism
DB00091,DB00444,Cyclosporine,Teniposide,metabolism
DB00091,DB00759,Cyclosporine,Tetracycline,metabolism
DB00091,DB00277,Cyclosporine,Theophylline,metabolism
DB00091,DB01036,Cyclosporine,Tolterodine,metabolism
DB00091,DB00193,Cyclosporine,Tramadol,metabolism
DB00091,DB00440,Cyclosporine,Trimethoprim,metabolism
DB00091,DB00726,Cyclosporine,Trimipramine,metabolism
DB00091,DB01221,Cyclosporine,Ketamine,metabolism
DB00091,DB00708,Cyclosporine,Sufentanil,metabolism
DB00091,DB01128,Cyclosporine,Bicalutamide,metabolism
DB00091,DB00916,Cyclosporine,Metronidazole,metabolism
DB00091,DB01424,Cyclosporine,Aminophenazone,metabolism
DB00091,DB00363,Cyclosporine,Clozapine,metabolism
DB00091,DB00420,Cyclosporine,Promazine,metabolism
DB00091,DB00549,Cyclosporine,Zafirlukast,metabolism
DB00091,DB06738,Cyclosporine,Ketobemidone,metabolism
DB00091,DB01242,Cyclosporine,Clomipramine,metabolism
DB00091,DB00655,Cyclosporine,Estrone,metabolism
DB00091,DB00458,Cyclosporine,Imipramine,metabolism
DB00091,DB00546,Cyclosporine,Adinazolam,metabolism
DB00091,DB00231,Cyclosporine,Temazepam,metabolism
DB00091,DB00169,Cyclosporine,Cholecalciferol,metabolism
DB00091,DB01192,Cyclosporine,Oxymorphone,metabolism
DB00091,DB01173,Cyclosporine,Orphenadrine,metabolism
DB00091,DB06772,Cyclosporine,Cabazitaxel,metabolism
DB00091,DB06700,Cyclosporine,Desvenlafaxine,metabolism
DB00091,DB06708,Cyclosporine,Lumefantrine,metabolism
DB00091,DB01431,Cyclosporine,Allylestrenol,metabolism
DB00091,DB06742,Cyclosporine,Ambroxol,metabolism
DB00091,DB01223,Cyclosporine,Aminophylline,metabolism
DB00091,DB01194,Cyclosporine,Brinzolamide,metabolism
DB00091,DB00835,Cyclosporine,Brompheniramine,metabolism
DB00091,DB01156,Cyclosporine,Bupropion,metabolism
DB00091,DB00748,Cyclosporine,Carbinoxamine,metabolism
DB00091,DB00567,Cyclosporine,Cephalexin,metabolism
DB00091,DB00477,Cyclosporine,Chlorpromazine,metabolism
DB00091,DB00356,Cyclosporine,Chlorzoxazone,metabolism
DB00091,DB00845,Cyclosporine,Clofazimine,metabolism
DB00091,DB01559,Cyclosporine,Clotiazepam,metabolism
DB00091,DB00987,Cyclosporine,Cytarabine,metabolism
DB00091,DB00694,Cyclosporine,Daunorubicin,metabolism
DB00091,DB01551,Cyclosporine,Dihydrocodeine,metabolism
DB00091,DB00822,Cyclosporine,Disulfiram,metabolism
DB00091,DB00869,Cyclosporine,Dorzolamide,metabolism
DB00091,DB00751,Cyclosporine,Epinastine,metabolism
DB00091,DB01196,Cyclosporine,Estramustine,metabolism
DB00091,DB00898,Cyclosporine,Ethanol,metabolism
DB00091,DB01466,Cyclosporine,Ethylmorphine,metabolism
DB00091,DB00426,Cyclosporine,Famciclovir,metabolism
DB00091,DB01544,Cyclosporine,Flunitrazepam,metabolism
DB00091,DB00947,Cyclosporine,Fulvestrant,metabolism
DB00091,DB01067,Cyclosporine,Glipizide,metabolism
DB00091,DB05381,Cyclosporine,Histamine,metabolism
DB00091,DB00724,Cyclosporine,Imiquimod,metabolism
DB00091,DB00602,Cyclosporine,Ivermectin,metabolism
DB00091,DB00451,Cyclosporine,Levothyroxine,metabolism
DB00091,DB01103,Cyclosporine,Quinacrine,metabolism
DB00091,DB00553,Cyclosporine,Methoxsalen,metabolism
DB00091,DB01028,Cyclosporine,Methoxyflurane,metabolism
DB00091,DB00379,Cyclosporine,Mexiletine,metabolism
DB00091,DB00295,Cyclosporine,Morphine,metabolism
DB00091,DB01183,Cyclosporine,Naloxone,metabolism
DB00091,DB00184,Cyclosporine,Nicotine,metabolism
DB00091,DB01595,Cyclosporine,Nitrazepam,metabolism
DB00091,DB00842,Cyclosporine,Oxazepam,metabolism
DB00091,DB00316,Cyclosporine,Acetaminophen,metabolism
DB00091,DB01074,Cyclosporine,Perhexiline,metabolism
DB00091,DB04930,Cyclosporine,Permethrin,metabolism
DB00091,DB00850,Cyclosporine,Perphenazine,metabolism
DB00091,DB00454,Cyclosporine,Pethidine,metabolism
DB00091,DB00925,Cyclosporine,Phenoxybenzamine,metabolism
DB00091,DB01085,Cyclosporine,Pilocarpine,metabolism
DB00091,DB01179,Cyclosporine,Podofilox,metabolism
DB00091,DB01588,Cyclosporine,Prazepam,metabolism
DB00091,DB01131,Cyclosporine,Proguanil,metabolism
DB00091,DB00818,Cyclosporine,Propofol,metabolism
DB00091,DB01589,Cyclosporine,Quazepam,metabolism
DB00091,DB00481,Cyclosporine,Raloxifene,metabolism
DB00091,DB00296,Cyclosporine,Ropivacaine,metabolism
DB00091,DB01236,Cyclosporine,Sevoflurane,metabolism
DB00091,DB04572,Cyclosporine,Thiotepa,metabolism
DB00091,DB00347,Cyclosporine,Trimethadione,metabolism
DB00091,DB13179,Cyclosporine,Troleandomycin,metabolism
DB00091,DB01392,Cyclosporine,Yohimbine,metabolism
DB00091,DB00943,Cyclosporine,Zalcitabine,metabolism
DB00091,DB00495,Cyclosporine,Zidovudine,metabolism
DB00091,DB01380,Cyclosporine,Cortisone acetate,metabolism
DB00091,DB01384,Cyclosporine,Paramethasone,metabolism
DB00091,DB01587,Cyclosporine,Ketazolam,metabolism
DB00091,DB00617,Cyclosporine,Paramethadione,metabolism
DB00091,DB00755,Cyclosporine,Tretinoin,metabolism
DB00091,DB00980,Cyclosporine,Ramelteon,metabolism
DB00091,DB04946,Cyclosporine,Iloperidone,metabolism
DB00091,DB01418,Cyclosporine,Acenocoumarol,metabolism
DB00091,DB00575,Cyclosporine,Clonidine,metabolism
DB00091,DB01708,Cyclosporine,Prasterone,metabolism
DB00091,DB00808,Cyclosporine,Indapamide,metabolism
DB00091,DB05039,Cyclosporine,Indacaterol,metabolism
DB00091,DB06770,Cyclosporine,Benzyl alcohol,metabolism
DB00091,DB04846,Cyclosporine,Celiprolol,metabolism
DB00091,DB06777,Cyclosporine,Chenodeoxycholic acid,metabolism
DB00091,DB06762,Cyclosporine,Pinacidil,metabolism
DB00091,DB08828,Cyclosporine,Vismodegib,metabolism
DB00091,DB00620,Cyclosporine,Triamcinolone,metabolism
DB00091,DB06209,Cyclosporine,Prasugrel,metabolism
DB00091,DB06216,Cyclosporine,Asenapine,metabolism
DB00091,DB04871,Cyclosporine,Lorcaserin,metabolism
DB00091,DB05294,Cyclosporine,Vandetanib,metabolism
DB00091,DB08875,Cyclosporine,Cabozantinib,metabolism
DB00091,DB08877,Cyclosporine,Ruxolitinib,metabolism
DB00091,DB05812,Cyclosporine,Abiraterone,metabolism
DB00091,DB08883,Cyclosporine,Perampanel,metabolism
DB00091,DB06626,Cyclosporine,Axitinib,metabolism
DB00091,DB08893,Cyclosporine,Mirabegron,metabolism
DB00091,DB08896,Cyclosporine,Regorafenib,metabolism
DB00091,DB08901,Cyclosporine,Ponatinib,metabolism
DB00091,DB08903,Cyclosporine,Bedaquiline,metabolism
DB00091,DB08906,Cyclosporine,Fluticasone furoate,metabolism
DB00091,DB08907,Cyclosporine,Canagliflozin,metabolism
DB00091,DB04938,Cyclosporine,Ospemifene,metabolism
DB00091,DB08910,Cyclosporine,Pomalidomide,metabolism
DB00091,DB01142,Cyclosporine,Doxepin,metabolism
DB00091,DB08918,Cyclosporine,Levomilnacipran,metabolism
DB00091,DB08932,Cyclosporine,Macitentan,metabolism
DB00091,DB06292,Cyclosporine,Dapagliflozin,metabolism
DB00091,DB09078,Cyclosporine,Lenvatinib,metabolism
DB00091,DB09068,Cyclosporine,Vortioxetine,metabolism
DB00091,DB09082,Cyclosporine,Vilanterol,metabolism
DB00091,DB09101,Cyclosporine,Elvitegravir,metabolism
DB00091,DB06016,Cyclosporine,Cariprazine,metabolism
DB00091,DB09291,Cyclosporine,Rolapitant,metabolism
DB00091,DB09102,Cyclosporine,Daclatasvir,metabolism
DB00091,DB06282,Cyclosporine,Levocetirizine,metabolism
DB00091,DB06636,Cyclosporine,Isavuconazonium,metabolism
DB00091,DB06603,Cyclosporine,Panobinostat,metabolism
DB00091,DB11362,Cyclosporine,Selexipag,metabolism
DB00091,DB06789,Cyclosporine,Hydroxyprogesterone caproate,metabolism
DB00091,DB08931,Cyclosporine,Riociguat,metabolism
DB00091,DB09389,Cyclosporine,Norgestrel,metabolism
DB00091,DB11581,Cyclosporine,Venetoclax,metabolism
DB00091,DB12332,Cyclosporine,Rucaparib,metabolism
DB00091,DB11921,Cyclosporine,Deflazacort,metabolism
DB00091,DB11737,Cyclosporine,Icotinib,metabolism
DB00091,DB06654,Cyclosporine,Safinamide,metabolism
DB00091,DB12161,Cyclosporine,Deutetrabenazine,metabolism
DB00091,DB09555,Cyclosporine,Dexchlorpheniramine maleate,metabolism
DB00091,DB11613,Cyclosporine,Velpatasvir,metabolism
DB00091,DB05541,Cyclosporine,Brivaracetam,metabolism
DB00091,DB11915,Cyclosporine,Valbenazine,metabolism
DB00091,DB05351,Cyclosporine,Dexlansoprazole,metabolism
DB00091,DB11575,Cyclosporine,Grazoprevir,metabolism
DB00091,DB08922,Cyclosporine,Perospirone,metabolism
DB00091,DB09166,Cyclosporine,Etizolam,metabolism
DB00091,DB11614,Cyclosporine,Rupatadine,metabolism
DB00091,DB09262,Cyclosporine,Imidafenacin,metabolism
DB00091,DB09123,Cyclosporine,Dienogest,metabolism
DB00091,DB11828,Cyclosporine,Neratinib,metabolism
DB00091,DB12026,Cyclosporine,Voxilaprevir,metabolism
DB00091,DB13874,Cyclosporine,Enasidenib,metabolism
DB00091,DB06595,Cyclosporine,Midostaurin,metabolism
DB00091,DB11574,Cyclosporine,Elbasvir,metabolism
DB00091,DB12483,Cyclosporine,Copanlisib,metabolism
DB00091,DB12001,Cyclosporine,Abemaciclib,metabolism
DB00091,DB12267,Cyclosporine,Brigatinib,metabolism
DB00091,DB11817,Cyclosporine,Baricitinib,metabolism
DB00091,DB13074,Cyclosporine,Macimorelin,metabolism
DB00091,DB09223,Cyclosporine,Blonanserin,metabolism
DB00091,DB09236,Cyclosporine,Lacidipine,metabolism
DB00091,DB09061,Cyclosporine,Cannabidiol,metabolism
DB00091,DB13952,Cyclosporine,Estradiol acetate,metabolism
DB00091,DB13953,Cyclosporine,Estradiol benzoate,metabolism
DB00091,DB13954,Cyclosporine,Estradiol cypionate,metabolism
DB00091,DB13955,Cyclosporine,Estradiol dienanthate,metabolism
DB00091,DB13956,Cyclosporine,Estradiol valerate,metabolism
DB00091,DB13941,Cyclosporine,Piperaquine,metabolism
DB00091,DB11799,Cyclosporine,Bictegravir,metabolism
DB00091,DB09225,Cyclosporine,Zotepine,metabolism
DB00091,DB11712,Cyclosporine,Tezacaftor,metabolism
DB00091,DB12278,Cyclosporine,Propiverine,metabolism
DB00091,DB14011,Cyclosporine,Nabiximols,metabolism
DB00091,DB11641,Cyclosporine,Vinflunine,metabolism
DB00091,DB11637,Cyclosporine,Delamanid,metabolism
DB00091,DB14019,Cyclosporine,Fosnetupitant,metabolism
DB00091,DB12010,Cyclosporine,Fostamatinib,metabolism
DB00091,DB11274,Cyclosporine,Dihydro-alpha-ergocryptine,metabolism
DB00091,DB13456,Cyclosporine,Midecamycin,metabolism
DB00091,DB11995,Cyclosporine,Avatrombopag,metabolism
DB00091,DB00289,Cyclosporine,Atomoxetine,metabolism
DB00091,DB00283,Cyclosporine,Clemastine,metabolism
DB00091,DB00254,Cyclosporine,Doxycycline,metabolism
DB00091,DB14033,Cyclosporine,Acetyl sulfisoxazole,metabolism
DB00091,DB01182,Cyclosporine,Propafenone,serum concentration
DB00091,DB01624,Cyclosporine,Zuclopenthixol,serum concentration
DB00091,DB00678,Cyclosporine,Losartan,metabolism
DB00091,DB00270,Cyclosporine,Isradipine,metabolism
DB00091,DB00381,Cyclosporine,Amlodipine,metabolism
DB00091,DB00401,Cyclosporine,Nisoldipine,metabolism
DB00091,DB00622,Cyclosporine,Nicardipine,metabolism
DB00091,DB01023,Cyclosporine,Felodipine,metabolism
DB00091,DB01115,Cyclosporine,Nifedipine,metabolism
DB00091,DB04920,Cyclosporine,Clevidipine,metabolism
DB00091,DB00938,Cyclosporine,Salmeterol,serum concentration
DB00091,DB00364,Cyclosporine,Sucralfate,absorption
DB00091,DB00222,Cyclosporine,Glimepiride,metabolism
DB00091,DB00983,Cyclosporine,Formoterol,metabolism
DB00091,DB00412,Cyclosporine,Rosiglitazone,metabolism
DB00091,DB00532,Cyclosporine,Mephenytoin,metabolism
DB00091,DB01124,Cyclosporine,Tolbutamide,metabolism
DB00091,DB01065,Cyclosporine,Melatonin,metabolism
DB00091,DB01357,Cyclosporine,Mestranol,metabolism
DB00091,DB01041,Cyclosporine,Thalidomide,metabolism
DB00091,DB00313,Cyclosporine,Valproic Acid,metabolism
DB00091,DB00568,Cyclosporine,Cinnarizine,metabolism
DB00091,DB04841,Cyclosporine,Flunarizine,metabolism
DB00091,DB01075,Cyclosporine,Diphenhydramine,metabolism
DB00091,DB00672,Cyclosporine,Chlorpropamide,metabolism
DB00091,DB01120,Cyclosporine,Gliclazide,metabolism
DB00091,DB08798,Cyclosporine,Sulfamoxole,metabolism
DB00091,DB00266,Cyclosporine,Dicoumarol,metabolism
DB00091,DB00988,Cyclosporine,Dopamine,metabolism
DB00091,DB01240,Cyclosporine,Epoprostenol,metabolism
DB00091,DB01177,Cyclosporine,Idarubicin,metabolism
DB00091,DB01171,Cyclosporine,Moclobemide,metabolism
DB00091,DB01274,Cyclosporine,Arformoterol,metabolism
DB00091,DB06803,Cyclosporine,Niclosamide,metabolism
DB00091,DB00374,Cyclosporine,Treprostinil,metabolism
DB00091,DB06204,Cyclosporine,Tapentadol,metabolism
DB00091,DB09080,Cyclosporine,Olodaterol,metabolism
DB00091,DB11560,Cyclosporine,Lesinurad,metabolism
DB00091,DB03756,Cyclosporine,Doconexent,metabolism
DB00091,DB06684,Cyclosporine,Vilazodone,serum concentration
DB00091,DB00309,Cyclosporine,Vindesine,serum concentration
DB00091,DB09280,Cyclosporine,Lumacaftor,serum concentration
DB00091,DB09079,Cyclosporine,Nintedanib,serum concentration
DB00091,DB01234,Cyclosporine,Dexamethasone,serum concentration
DB00091,DB09279,Cyclosporine,Fimasartan,serum concentration
DB00091,DB00350,Cyclosporine,Minoxidil,risk or severity of adverse effects
DB00091,DB00860,Cyclosporine,Prednisolone,serum concentration
DB00091,DB00126,Cyclosporine,Vitamin C,serum concentration
DB00091,DB00263,Cyclosporine,Sulfisoxazole,nephrotoxic activities
